序号,日期,标题,url,解读评论,媒体名称,分类,调性分,质量分,正负面,导入时间,发布时间,曝光,点击,CTR,位置
4406,5.17,美国证监会推出“虚假”加密货币ICO网站，只为教育投资者,http://view.inews.qq.com/a/20180517A1QDOF00,,站长之家网站,财经,中,3,中,2018/5/17 21:27,2018/5/17 20:53,--,--,--,科技频道-精品池
4407,5.17,74岁柳传志再度“出山”捍卫联想，马云、任正非、周鸿祎等力挺,http://view.inews.qq.com/a/20180517A1OI9U00,,多少说,科技,中,3,中,2018/5/17 21:27,2018/5/17 20:26,--,--,--,科技频道-精品池
4408,5.17,社保基金投资蚂蚁金服浮盈逾400亿,http://view.inews.qq.com/a/TEC2018051703575000,,21世纪经济报道,财经,高,3,中,2018/5/17 21:24,2018/5/17 21:14,--,--,--,科技频道-精品池
4409,5.17,电动自行车最新国家标准出台：最高设计车速25公里/时,http://view.inews.qq.com/a/TEC2018051703517700,,新华社,汽车,高,3,中,2018/5/17 20:38,2018/5/17 20:37,--,--,--,"科技频道-精品池,科技频道-热点池,Top频道-精品池"
4410,5.17,郭台铭密集路演拜会博时、清华 富士康募资或超300亿,http://view.inews.qq.com/a/TEC2018051703580100,,中国基金报,科技,高,3,中,2018/5/17 21:20,2018/5/17 21:18,--,--,--,科技频道-精品池
4411,5.17,刘作虎：一加3年内不会考虑定位中端的旗舰,http://view.inews.qq.com/a/20180517A1I70200,,龚进辉,数码,高,3,中,2018/5/17 20:37,2018/5/17 19:05,--,--,--,"科技频道-精品池,Top频道-精品池"
4412,5.17,3199元起！一加手机6国内正式发布：骁龙845/玻璃后盖,http://view.inews.qq.com/a/20180517A1QFB500,,站长之家网站,数码,高,3,中,2018/5/17 21:01,2018/5/17 20:54,--,--,--,"科技频道-精品池,Top频道-精品池"
4413,5.17,我国首枚自主研发民营商业火箭首飞成功 这些技术值得关注,http://view.inews.qq.com/a/20180517A0EQKD00,,科技日报,军事,高,4,中,2018/5/17 10:59,2018/5/17 10:03,--,--,--,"科普频道-精品池,科技频道-精品池,科普频道-优质池,优质软资讯频道-精品池"
4414,5.17,腾讯回应抖音起诉：对所有涉嫌侵权行为的处理一视同仁,http://view.inews.qq.com/a/TEC2018051702922500,,腾讯科技,社会,高,3,中,2018/5/17 16:27,2018/5/17 16:20,--,--,--,"科技频道-精品池,必读频道-精品池,Top频道-精品池,成都地方站（城市）-精品池,烟台地方站-精品池"
4415,5.17,流量漫游费取消大起底：部分用户只能换更贵套餐,http://view.inews.qq.com/a/TEC2018051700498300,,南都,科技,高,4,中,2018/5/17 7:44,2018/5/17 7:38,14025167,199434,1.42%,"科技频道-精品池,Top频道-精品池,必读频道-精品池,保定地方站-精品池,丹东地方站-精品池,成都地方站（城市）-精品池,兰州地方站-精品池"
4416,5.17,人民日报：移动搜索成乱象重灾区 个人信息被用于精准欺诈,http://view.inews.qq.com/a/TEC2018051700434700,,人民日报,科技,中,5,中,2018/5/17 7:30,2018/5/17 7:27,--,--,--,"科技频道-精品池,必读频道-精品池,邯郸地方站-精品池,Top频道-精品池,安徽地方站-精品池,要闻频道-精品池,沧州地方站-精品池,广东地方站-精品池,秦皇岛地方站-精品池,阳江地方站-精品池,达州地方站-精品池,广安地方站-精品池,丹东地方站-精品池,成都地方站（城市）-精品池,河北分站-精品池,兰州地方站-精品池"
4417,5.17,世界智能大会开幕，马云谈区块链：区块链不是泡沫，但是比特币是,http://view.inews.qq.com/a/20180517A1QFSH00,,站长之家网站,科技,中,3,中,2018/5/17 21:01,2018/5/17 20:54,--,--,--,科技频道-精品池
4418,5.17,一加手机6现场上手：复联加持的骁龙845旗舰不了解下?,http://view.inews.qq.com/a/20180517V1911U00,,,其他,中,3,中,2018/5/17 21:01,2018/5/17 17:51,--,--,--,科技频道-精品池
4419,5.17,暴漫被指侮辱英烈怎么回事？暴漫被今日头条下架原因竟是这样,http://view.inews.qq.com/a/20180517A1QER900,,站长之家网站,娱乐,中,3,中,2018/5/17 21:01,2018/5/17 20:54,--,--,--,科技频道-精品池
4420,5.17,三星Note9将提前发布，只为阻击新一代iPhone？,http://view.inews.qq.com/a/20180517V1C6FM00,,,其他,中,3,中,2018/5/17 20:59,2018/5/17 18:14,--,--,--,"数码频道-精品池,科技频道-精品池"
4421,5.17,京东疑似上线了区块链小程序“哈希庄园”,http://view.inews.qq.com/a/20180517A1QFKQ00,,站长之家网站,科技,中,3,中,2018/5/17 21:01,2018/5/17 20:54,--,--,--,科技频道-精品池
4422,5.17,蚂蚁金服“家底”遭曝光：公司估值或达1600亿美元,http://view.inews.qq.com/a/20180517G1M08A00,,全天候科技,科技,高,4,中,2018/5/17 20:22,2018/5/17 19:52,1531496,35708,2.33%,"科技频道-精品池,Top频道-精品池"
4423,5.17,特朗普人工智能新政：“发展能够为美国人民服务的AI”,http://view.inews.qq.com/a/20180517A1CB3P00,,腾讯研究院,科技,高,3,中,2018/5/17 20:42,2018/5/17 18:01,--,--,--,"科技频道-精品池,Top频道-精品池"
4424,5.17,共享汽车企业“麻瓜出行”宣布关停 押金和余额可退,http://view.inews.qq.com/a/TEC2018051703398800,,腾讯科技,科技,高,3,中,2018/5/17 20:32,2018/5/17 19:18,--,--,--,"科技频道-精品池,Top频道-精品池"
4425,5.17,英特尔：2021年开始为汽车制造商提供自动驾驶系统,http://view.inews.qq.com/a/TEC2018051703509000,,腾讯科技,科技,高,3,中,2018/5/17 20:34,2018/5/17 20:33,1001393,6927,0.69%,"科技频道-精品池,科技频道-热点池,Top频道-精品池"
4426,5.17,一组图看懂燃油车禁售时间表，宝马奔驰们何时转型，谁会是老大？,http://view.inews.qq.com/a/20180516A1L5X100,,数可视,汽车,高,4,中,2018/5/17 6:38,2018/5/17 6:30,--,--,--,"科技频道-精品池,科技频道-热点池,Top频道-精品池,必读频道-精品池,丹东地方站-精品池,河北分站-精品池,宁夏地方站-精品池"
4427,5.17,曾经的面膜第一品牌美即在屈臣氏下架 欧莱雅称是品牌战略决定,http://view.inews.qq.com/a/20180517A1NCMU00,,界面,科技,中,3,中,2018/5/17 20:32,2018/5/17 20:14,--,--,--,"财经频道-精品池,科技频道-精品池"
4428,5.17,领骏科技发布L4级“量产形态”无人车，完成测试超8000公里,http://view.inews.qq.com/a/20180517A1LQ0400,,新智驾,科技,中,3,中,2018/5/17 20:53,2018/5/17 19:54,--,--,--,科技频道-精品池
4429,5.17,跨境电商起波澜：京东唯品会联手，足以抵抗天猫、考拉海购吗？,http://view.inews.qq.com/a/20180517A1NTB100,,全天候科技,科技,高,3,中,2018/5/17 20:30,2018/5/17 20:19,--,--,--,"财经频道-精品池,科技频道-精品池"
4430,5.17,我，IT民科，四年前的创意跟罗永浩撞了车,http://view.inews.qq.com/a/20180517A1PXH200,,科技新知,数码,高,3,中,2018/5/17 20:50,2018/5/17 20:45,--,--,--,科技频道-精品池
4431,5.17,这段音频你听到 Yanny 还是 Laurel？解密音频魔法,http://view.inews.qq.com/a/20180517V1CPNE00,,,其他,中,3,中,2018/5/17 19:43,2018/5/17 18:58,--,--,--,"Top视频-精品池,科技频道-精品池"
4432,5.17,一加6发布：刘海屏+骁龙845，最有性价比的骁龙845手机,http://view.inews.qq.com/a/20180517A1BRJP00,,小纯洁评测,数码,中,3,中,2018/5/17 20:44,2018/5/17 17:55,--,--,--,科技频道-精品池
4433,5.17,今日头条入局在线教育，推出在线少儿英语品牌gogokid,http://view.inews.qq.com/a/20180517A1BU6E00,,猎云网,教育,高,3,中,2018/5/17 20:44,2018/5/17 17:56,--,--,--,科技频道-精品池
4434,5.17,10亿增资到位，玖富集团发力玖富普惠交易平台,http://view.inews.qq.com/a/TEC2018051703255400,,腾讯科技,财经,中,3,中,2018/5/17 20:43,2018/5/17 18:18,--,--,--,科技频道-精品池
4435,5.17,C轮再获数亿投资，好租如何从办公租赁转向商办资产运营？,http://view.inews.qq.com/a/20180517A1BVHY00,,猎云网,科技,中,3,中,2018/5/17 20:42,2018/5/17 17:57,--,--,--,科技频道-精品池
4436,5.17,360震撼发布安全大脑  引领安全防护进入智能时代,http://view.inews.qq.com/a/20180517A1C5DB00,,TechWeb,科技,中,3,中,2018/5/17 20:42,2018/5/17 17:59,--,--,--,科技频道-精品池
4437,5.17,莲花资本邱浩：做创业者垫脚石，托创业者成佛,http://view.inews.qq.com/a/20180517A1DFBS00,,投资人说,科技,高,3,中,2018/5/17 18:41,2018/5/17 18:10,--,--,--,"职场频道-精品池,科技频道-精品池"
4438,5.17,虎牙IPO承销商额外购买225万美国存托凭证 行使超额配售权,http://view.inews.qq.com/a/TEC2018051703469100,,腾讯科技,财经,高,3,中,2018/5/17 20:09,2018/5/17 20:08,--,--,--,"科技频道-精品池,Top频道-精品池,科技频道-热点池"
4439,5.17,南都记者深耕自媒体后创业，瞄准自闭症康复培训，获四千万融资,http://view.inews.qq.com/a/20180517A1HW7O00,,财经天下周刊,科技,中,3,中,2018/5/17 20:34,2018/5/17 18:59,--,--,--,科技频道-精品池
4440,5.17,Drive.ai公布完全无人驾驶视频，无人驾驶汽车成色几何？,http://view.inews.qq.com/a/20180517A1LQ6700,,新智驾,科技,中,3,中,2018/5/17 20:12,2018/5/17 19:54,--,--,--,科技频道-精品池
4441,5.17,天津设立千亿AI基金，意在抢人才、发展智能科技,http://view.inews.qq.com/a/20180517A1LSCE00,,DeepTech深科技,科技,中,3,中,2018/5/17 20:09,2018/5/17 19:55,--,--,--,科技频道-精品池
4442,5.17,中国首条第6代全柔AMOLED生产线在固安启动运行,http://view.inews.qq.com/a/TEC2018051703275500,,中国网,数码,高,3,中,2018/5/17 18:52,2018/5/17 18:29,--,--,--,"科技频道-精品池,Top频道-精品池"
4443,5.17,16个月五款产品！华为AI手机极速进化,http://view.inews.qq.com/a/20180517A1L9B600,,智东西,数码,高,4,中,2018/5/17 19:51,2018/5/17 19:46,--,--,--,科技频道-精品池
4444,5.17,万千女人背后的男人，徐正自曝为每日优鲜曾险些抵押房产,http://view.inews.qq.com/a/20180517A1FUSS00,,腾讯大学,科技,高,4,中,2018/5/17 19:00,2018/5/17 18:33,--,--,--,"科技频道-精品池,Top频道-精品池"
4445,5.17,LG董事长病情危急 董事会拟任命其儿子为董事,http://view.inews.qq.com/a/TEC2018051703346200,,腾讯科技,其他,高,3,中,2018/5/17 18:56,2018/5/17 18:53,--,--,--,"科技频道-精品池,Top频道-精品池"
4446,5.17,1499元！能摔能煮的智能手表了解一下,http://view.inews.qq.com/a/20180517V0U5BZ00,,,其他,中,3,中,2018/5/17 19:02,2018/5/17 14:17,--,--,--,科技频道-精品池
4447,5.17,科大讯飞“革命性黑科技”，用意念控制家电,http://view.inews.qq.com/a/20180517V0RLTA00,,,其他,中,3,中,2018/5/17 19:02,2018/5/17 13:25,--,--,--,科技频道-精品池
4448,5.17,中科闻歌获1亿人民币A轮融资，中科创星领投,http://view.inews.qq.com/a/20180517A1GZBE00,,投资界,科技,高,3,中,2018/5/17 19:01,2018/5/17 18:45,--,--,--,科技频道-精品池
4449,5.17,锤子坚果TNT工作站视频惊现苹果系统 刘强东辟谣未来裁员传闻,http://view.inews.qq.com/a/20180517V10XSJ00,,,其他,中,3,中,2018/5/17 18:58,2018/5/17 16:04,--,--,--,科技频道-精品池
4450,5.17,全球企业在华声望排行榜出炉 华为击败苹果居第二位,http://view.inews.qq.com/a/TEC2018051703305200,,腾讯科技,科技,高,3,中,2018/5/17 18:42,2018/5/17 18:40,--,--,--,"科技频道-精品池,科技频道-热点池,Top频道-精品池,必读频道-精品池"
4451,5.17,一线丨龚宇：短视频占爱奇艺观看量30%以上，仍有长期发展空间,http://view.inews.qq.com/a/TEC2018051703281200,,腾讯科技,科技,高,3,中,2018/5/17 18:42,2018/5/17 18:31,--,--,--,"科技频道-精品池,Top频道-精品池"
4452,5.17,4000亿美元的市场里，能诞生数字货币版桥水吗？,http://view.inews.qq.com/a/20180517A16MUO00,,36氪,财经,中,3,中,2018/5/17 17:17,2018/5/17 17:10,--,--,--,"股票频道-精品池,科技频道-精品池,财经频道-精品池"
4453,5.17,一加 6 现场上手体验：低价旗舰新选择,http://view.inews.qq.com/a/20180517V107D200,,,其他,中,3,中,2018/5/17 18:47,2018/5/17 16:05,--,--,--,科技频道-精品池
4454,5.17,美团员工谈440人虚假报销32万：将报销当福利，没想有关诚信,http://view.inews.qq.com/a/20180517A1BH5900,,AI财经社,科技,中,3,中,2018/5/17 18:00,2018/5/17 17:53,--,--,--,"科技频道-精品池,财经频道-精品池"
4455,5.17,富士康战投招徕互联网巨头，发行市盈率约20倍,http://view.inews.qq.com/a/TEC2018051703158800,,证券时报,财经,高,3,中,2018/5/17 17:34,2018/5/17 17:34,--,--,--,"科技频道-精品池,Top频道-精品池"
4456,5.17,美团打车撕开了一道口子后，上汽也要做网约车了,http://view.inews.qq.com/a/TEC2018051703208600,,36氪,科技,高,3,中,2018/5/17 17:55,2018/5/17 17:50,--,--,--,"科技频道-精品池,Top频道-精品池"
4457,5.17,2分钟看完一加6发布会：骁龙845+刘海屏，售价3199元起,http://view.inews.qq.com/a/20180517V0Y5SO00,,,其他,中,3,中,2018/5/17 17:34,2018/5/17 15:31,--,--,--,"科技频道-精品池,开封地方站-精品池"
4458,5.17,一线｜易到宣布原百度外卖董事长巩振兵出任易到CEO,http://view.inews.qq.com/a/TEC2018051703094000,,腾讯《一线》,科技,高,3,中,2018/5/17 17:14,2018/5/17 17:12,--,--,--,"科技频道-精品池,科技频道-热点池,Top频道-精品池,必读频道-精品池,河北分站-精品池"
4459,5.17,拯救卡顿的Android手机，全新的绿色应用公约你应该知道,http://view.inews.qq.com/a/20180517A17TMJ00,,爱范儿,科技,中,3,中,2018/5/17 17:34,2018/5/17 17:20,--,--,--,科技频道-精品池
4460,5.17,智能运维服务公司云兴维智获数千万元人民币A轮融资,http://view.inews.qq.com/a/20180517A0YD0C00,,猎云网,科技,中,3,中,2018/5/17 17:33,2018/5/17 15:25,--,--,--,科技频道-精品池
4461,5.17,老罗汗颜！锤子TNT早在1992年就有“同款”：真相竟是如此,http://view.inews.qq.com/a/20180517A17VDT00,,雷科技,数码,中,3,中,2018/5/17 17:30,2018/5/17 17:21,--,--,--,科技频道-精品池
4462,5.17,第一季度净利润下滑69%，网易要怎么讲“电商+游戏”的故事？,http://view.inews.qq.com/a/20180517A17B0000,,虎嗅APP,科技,中,3,中,2018/5/17 17:17,2018/5/17 17:16,--,--,--,"股票频道-精品池,Top频道-精品池,科技频道-精品池"
4463,5.17,AI计算力6年增长30万倍，远超摩尔定律,http://view.inews.qq.com/a/20180517A0S0UL00,,量子位,科技,中,3,中,2018/5/17 17:28,2018/5/17 13:32,--,--,--,科技频道-精品池
4464,5.17,私营科技公司26强估值榜单：10家中国企业上榜，Uber第一,http://view.inews.qq.com/a/20180517A0PIK100,,AI星球,科技,中,3,中,2018/5/17 17:26,2018/5/17 12:36,--,--,--,科技频道-精品池
4465,5.17,守护校园安全，AI黑科技也可以派上用场,http://view.inews.qq.com/a/20180517A0Q2ZT00,,钛媒体APP,社会,中,3,中,2018/5/17 17:26,2018/5/17 12:48,--,--,--,科技频道-精品池
4466,5.17,想做农业的阿尔法狗？你需要先解决这些棘手问题,http://view.inews.qq.com/a/20180517A0QRF500,,大数据文摘,农林牧副渔,中,3,中,2018/5/17 17:26,2018/5/17 13:04,--,--,--,科技频道-精品池
4467,5.17,吴恩达的无人驾驶出租车到底怎么样？这有一个一镜到底视频,http://view.inews.qq.com/a/20180517A0S0J000,,量子位,科技,中,3,中,2018/5/17 17:26,2018/5/17 13:32,--,--,--,科技频道-精品池
4468,5.17,中国独立游戏人的执着与困局：专门生产快乐 但不拿工资,http://view.inews.qq.com/a/TEC2018051702747400,,腾讯科技,游戏,中,3,中,2018/5/17 17:26,2018/5/17 15:27,--,--,--,科技频道-精品池
4469,5.17,搞过科研从过政，他凭什么投中正海生物、京东物流、丰巢科技？,http://view.inews.qq.com/a/20180517A0YXQE00,,创业邦,财经,中,3,中,2018/5/17 17:26,2018/5/17 15:33,--,--,--,科技频道-精品池
4470,5.17,深度解读Waymo/景驰纯无人车路测申请：车祸时车辆全责,http://view.inews.qq.com/a/20180517A0J35900,,智东西,社会,中,3,中,2018/5/17 17:26,2018/5/17 11:05,--,--,--,科技频道-精品池
4471,5.17,美国四大移动运营商被曝出售用户实时位置信息,http://view.inews.qq.com/a/20180517A0ZMXR00,,pingwest中文网,科技,中,3,中,2018/5/17 17:26,2018/5/17 15:43,--,--,--,科技频道-精品池
4472,5.17,京东龙立军: 拥抱无界零售 打开运营商发展新思路,http://view.inews.qq.com/a/20180517A12NAW00,,通信世界,科技,中,3,中,2018/5/17 17:26,2018/5/17 16:25,--,--,--,科技频道-精品池
4473,5.17,10个黑科技告诉你：AI已经远远超越人类,http://view.inews.qq.com/a/20180517A12POD00,,通信世界,科技,中,3,中,2018/5/17 17:26,2018/5/17 16:26,--,--,--,科技频道-精品池
4474,5.17,三大运营商投诉排行榜：移动投诉量最多，电信投诉解决率最高,http://view.inews.qq.com/a/20180517A0UHVH00,,蛇叔画足,科技,高,3,中,2018/5/17 17:15,2018/5/17 14:22,--,--,--,"科技频道-精品池,Top频道-精品池"
4475,5.17,一线| 一加手机成美国400美元-600美元区间公开市场第一,http://view.inews.qq.com/a/TEC2018051702550300,,腾讯科技,数码,高,3,中,2018/5/17 17:15,2018/5/17 14:29,--,--,--,"科技频道-精品池,Top频道-精品池"
4476,5.17,特别策划 等待奇点  寻找下一个AI引擎,http://view.inews.qq.com/a/20180517A0WCNQ00,,IT时报,科技,中,3,中,2018/5/17 17:19,2018/5/17 14:54,--,--,--,科技频道-精品池
4477,5.17,特别策划 6大AI场景  谁才是“杀手应用”？,http://view.inews.qq.com/a/20180517A0WI8R00,,IT时报,科技,中,3,中,2018/5/17 17:19,2018/5/17 14:57,--,--,--,科技频道-精品池
4478,5.17,分众传媒董事长江南春：独角兽不只体现数字价值，还要有社会价值,http://view.inews.qq.com/a/20180517A0N9YD00,,第一财经,科技,中,3,中,2018/5/17 12:15,2018/5/17 12:02,--,--,--,"股票频道-精品池,科技频道-精品池"
4479,5.17,特别策划 AI芯片淘金热：一场耐力持久的追逐赛,http://view.inews.qq.com/a/20180517A0WQ7I00,,IT时报,科技,中,3,中,2018/5/17 17:19,2018/5/17 15:00,--,--,--,科技频道-精品池
4480,5.17,440名美团员工为虚假报销“自首” 我们来谈谈正直人也作弊,http://view.inews.qq.com/a/20180517A0WR6R00,,界面,社会,中,3,中,2018/5/17 15:04,2018/5/17 15:01,--,--,--,"财经频道-精品池,Top频道-精品池,科技频道-精品池"
